annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2020-2021,10,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,12313,3249,422,8.5567680049,12033,1.1443622169,7661,1430,363,3.1347002495,7384,1.2701821506,4652,1244,132,17.485929887,4649,0.9445225975,1819,59
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,5735,651,202,4.1233093577,4759,1.602718008,5524,605,198,3.9517090574,4549,1.6132461957,211,8,1,8.615821485,210,1.3746574074,46,4
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,5835,756,227,2.4561174902,4922,0.8542183056,5226,591,200,2.2316088362,4316,0.8948083359,609,3,0,4.3826892903,606,0.5651315548,165,27
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,23819,3195,3085,10.286562536,17368,2.6430011292,13814,973,847,3.8200751251,7501,2.7795294701,10005,2600,893,19.214904076,9867,2.5392108093,2222,2238
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,20812,3784,874,10.726532449,15601,2.3489756355,12144,948,514,3.9933765188,7038,2.6610084936,8668,2395,882,20.159786443,8563,2.0925132677,2836,360
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,9232,1132,480,4.962119891,7644,2.078913745,6395,501,236,3.1901659282,4893,2.2371429139,2837,163,59,8.956355207,2751,1.7974832384,631,244
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,13584,1642,652,7.4966977081,10726,2.984558627,9580,548,231,3.8266340466,6801,3.0055637651,4004,833,141,16.277719156,3925,2.9481622081,1094,421
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,6369,805,205,4.7081965597,5844,1.7149753784,5609,636,151,4.0323736158,5088,1.7503124454,760,36,0,9.6959477339,756,1.4771513081,169,54
2020-2021,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,8533,762,255,5.1276096071,7306,2.1002810475,7243,504,201,3.6802615552,6028,2.2159439283,1290,209,43,13.254076227,1278,1.5547287428,258,54
2020-2021,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,10689,1328,590,3.7894624796,9989,1.213118764,9050,813,519,3.1480399632,8354,1.2612002234,1639,44,0,7.3311792421,1635,0.9674475025,515,71
2020-2021,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,3024,273,174,2.5639065256,2796,0.7130697624,3002,265,172,2.4888814864,2774,0.7132086638,22,3,0,12.801414141,22,0.6955555556,8,2
2020-2021,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,7695,1071,437,4.2227996174,6894,2.0107533121,6790,800,355,3.5922524546,5994,2.0753560968,905,23,0,8.9536451811,900,1.5804987654,271,82
2020-2021,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,11832,1240,569,4.0851865938,10364,0.7717584105,8559,451,454,1.85554345,7096,0.8830592352,3273,295,47,9.9157749431,3268,0.5300844043,789,115
2020-2021,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,16440,2096,1037,5.4496053832,13353,2.5616377926,12924,1014,665,4.3045007566,9857,2.8930434096,3516,211,6,9.6587442327,3496,1.627237001,1082,372
2020-2021,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,18817,2026,1511,7.0230702438,15599,3.0651309201,14844,1040,1066,5.0732711683,11638,3.5405993059,3973,713,106,14.307947535,3961,1.6681349407,986,445
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,2916,7,180,5.3530086877,2518,1.4167410202,2797,7,172,5.3660461606,2399,1.4320641703,119,0,0,5.046573296,119,1.1078314659,0,8
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,6591,874,269,2.6432935484,5279,1.2305426112,5593,612,215,1.9932725431,4435,1.2997505324,998,33,4,6.2861467379,844,0.8668730253,262,54
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2178,312,90,3.3153142536,2136,1.1578559353,1849,210,81,3.0959272279,1810,1.1837691835,329,2,0,4.5482826748,326,1.0139817655,102,9
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,7336,565,234,2.4243439507,2797,1.6457891392,5560,385,124,1.7716669664,1540,1.8158585859,1776,1,1,4.4676345095,1257,1.4374303898,180,110
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,7457,596,338,3.8797509052,6772,1.3519835762,6678,405,275,2.3972248012,5996,1.4301804907,779,125,38,16.588748752,776,0.7477713345,191,63
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,5686,925,201,2.7608265916,5250,0.9145296296,4952,614,174,2.1706832256,4518,0.9431012985,734,9,0,6.742284287,732,0.7381815422,311,27
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,13257,1931,976,10.219258023,12149,2.5483012548,9458,733,572,4.464592526,8355,2.903738214,3799,1171,666,24.546087786,3794,1.7655717361,1198,404
2020-2021,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,13382,1530,1010,8.3508693892,10807,2.5519076113,8719,565,387,3.6424518293,6248,2.7234761346,4663,939,379,17.154792337,4559,2.316777071,965,623
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,3342,644,71,1.685254505,2581,0.7539708984,2981,513,63,1.285606247,2269,0.7776519269,361,5,0,4.9853970452,312,0.5817521368,131,8
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1059,132,68,2.9909175323,1011,1.9796411694,1054,130,68,2.9811698819,1006,1.9849784626,5,0,0,5.0457222222,5,0.9057777778,2,0
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,7108,1288,289,3.4285515147,6563,1.3526050502,5149,775,234,2.5959182473,4762,1.442333345,1959,49,8,5.6170296637,1801,1.1153556666,513,55
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,9028,1524,345,4.6028478991,8103,1.2979537071,7261,834,265,2.8772071493,6345,1.4174042553,1767,168,14,11.693893448,1758,0.8668309948,690,80
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,8102,1352,379,3.9339635961,7507,0.9338598049,6325,739,297,2.6364214317,5734,1.0382618785,1777,43,0,8.552395892,1773,0.5962165507,613,82
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,8539,1315,419,4.350378915,7796,1.028401602,6664,683,268,1.9850142974,5935,1.0912256389,1875,250,106,12.757200148,1861,0.8280465998,632,151
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,9442,1685,470,8.3532542835,8710,1.8573895267,6427,620,196,4.0166792438,5710,2.0956550885,3015,789,247,17.597422701,3000,1.4038907407,1065,274
2020-2021,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,8420,965,243,3.4294638757,7204,0.768185653,6815,562,125,1.7967678324,5612,0.8046467886,1605,120,9,10.362064209,1592,0.6396555695,403,118
2020-2021,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,28,1,1,0.8799702381,17,0.3811601307,28,1,1,0.8799702381,17,0.3811601307,0,0,0,,0,,0,0
2020-2021,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,18519,2958,692,4.0965987184,17226,0.8936978985,13471,1277,345,1.9262036143,12182,1.0391920684,5048,215,0,9.8884751937,5044,0.5423081329,1681,347
2020-2021,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,24665,4207,1301,5.6950286055,21382,1.3516453351,16193,1368,526,2.7627139127,12929,1.6170629549,8472,650,9,11.299723107,8453,0.9456847996,2839,775
2020-2021,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,20837,3508,712,4.8463693723,17622,0.7854754631,15378,1579,317,2.5491719773,12166,0.8737479908,5459,455,11,11.317573172,5456,0.588641964,1929,395
2020-2021,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,48154,8292,3084,6.4364640182,41655,0.704871344,32040,2578,1450,2.3410082189,25546,0.8810023639,16114,2970,316,14.579594452,16109,0.4255589698,5714,1634
2020-2021,10,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,55188,9619,3962,8.4389321602,44570,2.1566241057,34831,2618,1157,4.2474595746,24261,2.7222299049,20357,3887,294,15.610577374,20309,1.4809550774,7001,2805
2020-2021,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,39440,6283,3026,8.9474596856,35933,1.5893732549,23193,1395,1998,4.4059993676,19781,1.9531425077,16247,3493,439,15.430508196,16152,1.1438730326,4888,1028
2020-2021,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,47394,7464,3010,9.5982439233,35062,3.2431914973,29779,2304,948,5.0762678118,17599,4.251040984,17615,4453,601,17.242860819,17463,2.2274929852,5160,2062
2020-2021,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,11720,1359,583,6.8943654958,10460,2.4960332484,9606,752,367,4.2959681449,8349,2.7202462371,2114,572,99,18.701463392,2111,1.609271409,607,216
2020-2021,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,8604,984,518,5.2343979867,7977,1.7555064909,6162,435,214,2.7990474774,5572,1.8574541358,2442,276,62,11.379619051,2405,1.5193101178,549,304
2020-2021,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,19728,2985,1284,10.195209389,16402,3.7022783807,12739,1081,366,6.1262171939,9485,4.6340482048,6989,1588,300,17.611848619,6917,2.4245804218,1904,918
2020-2021,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,11060,1392,624,6.868379998,9834,2.3389693919,8319,676,347,4.2420533317,7126,2.5131107135,2741,473,123,14.839343711,2708,1.8807230634,716,277
2020-2021,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,30797,5509,2055,10.735984746,25354,2.2788550788,16629,1199,688,4.8659192275,11211,3.3253549341,14168,3679,683,17.625688269,14143,1.4493061939,4310,1367
2020-2021,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,34146,5402,3706,14.355279999,26865,2.9894066836,18786,1499,1154,5.7934430486,11595,4.0936240477,15360,5248,2353,24.826807925,15270,2.1509390781,3903,2552
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,45530,8535,4313,9.7416288589,32388,2.6811916279,29040,2655,1778,4.1962328206,15910,3.2045305887,16490,4975,817,19.507444562,16478,2.1758922671,5880,2535
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,39357,5952,2888,9.2205510879,33378,1.8826907777,25781,1731,951,3.833119567,19848,2.3304950961,13576,3902,1220,19.451353389,13530,1.2257787222,4221,1937
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,30126,5204,2035,8.5412947565,24639,2.1393896194,21845,2053,1058,3.8734667226,16366,2.5372060301,8281,2911,635,20.854868407,8273,1.3524122984,3151,977
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,36106,6652,2336,11.283870025,29074,2.4348007575,18172,1848,710,4.1400562832,11245,2.9491849464,17934,4809,1578,18.522488476,17829,2.1103714454,4804,1626
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,21190,3497,1187,7.2635930208,18910,1.6023733768,12836,1170,319,3.7673990902,10586,2.0837571111,8354,1283,140,12.635528057,8324,0.9901763308,2327,868
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,27686,4850,1738,11.753076164,23304,2.3906453947,17483,1296,523,5.5127228355,13105,3.0939323413,10203,3665,1047,22.446019145,10199,1.4869709721,3554,1215
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,11046,1064,287,5.2763994508,9774,2.2147747425,9157,568,233,3.2605673559,7890,1.858264681,1889,375,43,15.048222899,1884,3.7078025478,496,54
2020-2021,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,24466,4883,1970,13.632372306,21739,1.8474656276,14672,1200,1268,4.2723059418,11989,2.4724508577,9794,3556,1958,27.654313667,9750,1.0789581481,3683,702
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,15345,2555,740,5.027789327,12970,2.171849803,10995,1023,451,3.2281928149,8643,2.46087926,4350,78,0,9.5764246488,4327,1.5945256529,1532,289
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,7455,1091,218,3.332333147,6735,1.4702489483,6512,726,189,2.6788129607,5808,1.5816676232,943,40,2,7.8452954519,927,0.7721694834,365,29
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,6580,805,182,1.4878408055,5909,0.659786954,6189,697,169,1.2205558697,5523,0.6690816686,391,3,0,5.7185990338,386,0.5267954807,108,13
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,11224,1697,387,3.7311932516,10085,1.5360236325,6450,623,224,2.941986348,5466,1.7656214681,4774,18,1,4.7974656705,4619,1.2643237473,1074,163
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,13259,2100,623,4.4659479305,11740,2.3685168228,10194,1096,376,3.9123240523,8723,2.6751294789,3065,42,0,6.3072666304,3017,1.4820129452,1004,247
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,9944,1563,279,3.4348135392,8858,1.2592000013,7855,879,140,2.19921324,6786,1.4250507172,2089,44,0,8.0808835966,2072,0.7160228979,684,139
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,11227,1766,390,3.4663182259,10494,1.3545990831,9105,922,237,2.5937519373,8387,1.4529483129,2122,3,0,7.210293748,2107,0.9631159363,844,153
2021-2022,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,25126,4168,1412,4.9700451723,20463,2.0943007705,18196,1781,861,3.6957191599,13571,2.4799911576,6930,178,3,8.3160244108,6892,1.334839911,2387,551
2021-2022,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,24418,3436,932,4.5790632366,19266,2.2479851523,18570,1781,419,3.1687818165,13530,2.4017958446,5848,276,25,9.0573337513,5736,1.8851785507,1655,513
2021-2022,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,40201,6020,2473,7.1778287715,34992,2.0936304489,22819,1719,745,3.3366094166,17795,2.7036545066,17382,2350,245,12.22056174,17197,1.4623937153,4301,1728
2021-2022,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,14162,2146,558,4.2582953208,12912,1.8119612462,11665,1297,261,3.0514970948,10434,1.9476441069,2497,203,45,9.8959810662,2478,1.2406476998,849,297
2021-2022,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,12525,1618,406,4.9517043469,11294,2.3246684818,9908,809,253,3.5529257783,8710,2.5700949738,2617,178,13,10.247500318,2584,1.4973988433,809,153
2021-2022,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,17430,2373,1185,5.6228136514,15771,2.2329638084,11846,871,356,3.4037393541,10289,2.4338998499,5584,473,97,10.330398559,5482,1.8558330293,1502,829
2021-2022,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,19535,3196,889,6.9960012513,15954,3.4315788273,12546,1087,359,4.524105204,9149,3.8187093307,6989,532,19,11.433318151,6805,2.9111002123,2109,530
2021-2022,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,59335,4531,5407,7.3761629355,48197,1.7829037596,34985,916,1702,4.4166073952,23923,2.5905708477,24350,2483,519,11.62832107,24274,0.9869154697,3615,3705
2021-2022,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,46252,7228,5573,9.6551517292,41208,1.6185497962,26080,2248,1219,4.0330100758,21053,2.1707598416,20172,4585,998,16.923913097,20155,1.0417361972,4980,4354
2021-2022,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,26407,5465,752,7.727218267,21598,1.9865369479,19304,2320,302,3.5890744434,14517,2.3681519942,7103,1972,599,18.973554797,7081,1.2041749047,3145,450
2021-2022,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,31741,6650,1074,9.6195075857,25862,2.0160655058,19539,2010,499,4.1788915758,13688,2.7215452302,12202,3492,619,18.33153809,12174,1.2228499261,4640,575
2021-2022,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,14182,3585,728,8.6367436618,12984,1.6030537585,7138,972,298,3.5108536861,5993,1.8094844448,7044,1131,51,13.831037053,6991,1.4260920787,2613,430
2021-2022,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,21136,1398,298,3.3737269219,15475,1.9058232454,19301,1201,246,3.2270708196,13656,1.9996468789,1835,0,0,4.9162933697,1819,1.2014496671,197,52
2021-2022,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,8883,1492,272,3.9130767884,7293,1.5404066304,6925,833,113,2.4741911753,5341,1.7272604485,1958,64,0,9.0020874475,1952,1.0291431865,659,159
2021-2022,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,11996,1590,292,3.1654843513,9727,1.5855915093,9791,863,183,2.4622605794,7556,1.8366235442,2205,32,0,6.288053036,2171,0.7118936486,727,109
2021-2022,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,15179,1800,292,3.8406215641,11961,2.1582125937,12153,951,175,3.0092927672,8980,2.4971253403,3026,69,4,7.1793984541,2981,1.1372677886,849,117
2021-2022,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,13315,1394,220,3.4372367422,9943,1.8133145038,11794,917,167,2.8457646308,8435,1.9423120925,1521,52,4,8.0235760465,1508,1.0917663204,477,53
2021-2022,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,10843,1714,358,4.9096469048,9140,1.7604189764,8798,1011,206,3.1580402427,7099,2.0188262431,2045,229,21,12.445409943,2041,0.8616276063,703,152
2021-2022,10,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,20645,6245,477,7.5875789807,19589,1.7630391348,10698,2109,273,3.878100268,9657,2.2157601567,9947,810,0,11.577123896,9932,1.3228531794,4136,204
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,15884,2199,416,5.4786324114,13242,3.3278400795,13304,1204,298,4.6869379301,10677,3.7696165433,2580,93,7,9.5610755814,2565,1.4889132554,995,118
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,16256,1594,490,5.0987097926,12831,3.5149147248,13722,783,313,4.1332850532,10353,3.7372174732,2534,176,15,10.326633342,2478,2.5861413775,811,177
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,10856,854,202,2.16225871,9110,1.5298594341,10024,743,178,2.0555024885,8281,1.5876626883,832,0,0,3.4484658787,829,0.9524544297,111,24
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,8708,1309,475,4.9407806678,7592,2.5233220642,6443,662,245,3.7542018039,5372,2.7640129892,2265,57,1,8.3161129507,2220,1.9408933934,647,230
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,26821,4761,1812,6.3749788205,21069,2.5530176642,16192,1288,381,4.07839794,10534,3.5103941206,10629,560,17,9.8735429015,10535,1.5957320835,3473,1431
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,31816,4376,2059,7.4733100309,24632,3.0978914059,20240,1323,832,5.3123191151,13333,3.8350622307,11576,1081,7,11.25168392,11299,2.2280180891,3053,1227
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,26963,4475,1596,5.8794209246,21579,2.2791911246,15872,1358,375,3.5732522506,10707,2.8391725818,11091,661,11,9.1797102756,10872,1.7277082822,3117,1221
